Title,Price,Location_Category,Link,Member
HP EliteDesk 600 G2 SFF I3 6TH GEN 4GB RAM 500HDD,"Rs 29,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitedesk-600-g2-sff-i3-6th-gen-4gb-ram-500hdd-for-sale-colombo-16,True
2 in 1 Rotatable i5 8th Gen Thinkpad X390 16GB Touch Screen,"Rs 89,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/2-in-1-rotatable-i5-8th-gen-thinkpad-x390-16gb-touch-screen-for-sale-colombo,True
Core i5 3rd Generation 500GB Hard-4GB Ram pcs,"Rs 16,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-3rd-generation-500gb-hard-4gb-ram-pcs-for-sale-kandy,True
Latitude 5510 i5 10th Gen 15.6 inch FHD IPS HD Graphics 8GB VGA,"Rs 87,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/latitude-5510-i5-10th-gen-156-inch-fhd-ips-hd-graphics-8gb-vga-for-sale-colombo,True
Samsung Galaxy S9 12GB 256GB,"Rs 184,955","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s9-12gb-256gb-for-sale-colombo-724,True
Core i5 2ND Gen 4GB- 500GB With 22 Wide Monitors,"Rs 22,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-2nd-gen-4gb-500gb-with-22-wide-monitors-for-sale-kandy-11,True
HP Prodesk 400 G3 Core i3 6th Gen mini PC 8GB RAM 128GB SSD used,"Rs 33,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-prodesk-400-g3-core-i3-6th-gen-mini-pc-8gb-ram-128gb-ssd-used-for-sale-colombo-143,True
Core I5 2ND Generation 4GB- 500GB Slim Desktops,"Rs 14,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i5-2nd-generation-4gb-500gb-slim-desktops-for-sale-kandy,True
Dell Latitude 7490 i7 8th Gen 512GB NVMe SSD 16GB RAM Laptop,"Rs 89,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-7490-i7-8th-gen-512gb-nvme-ssd-16gb-ram-laptop-for-sale-colombo,True
Dell Gaming Laptop i7 10th Gen,"Rs 100,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/dell-gaming-laptop-i7-10th-gen-for-sale-kandy,False
"HP Elitebook X360 830 G7| i5 10TH GEN 16GB RAM 256GB SSD 13"" USED LAPTOP","Rs 109,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-x360-830-g7-i5-10th-gen-16gb-ram-256gb-ssd-13-used-laptop-for-sale-colombo-5,True
"HP Intel Core i3 13th 8GB RAM 256GB SSD 15.6"" New lap","Rs 134,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-intel-core-i3-13th-8gb-ram-256gb-ssd-156-new-lap-for-sale-colombo-5,True
i3 3rd Generation 4GB-500GB With 22' Wide Monitor,"Rs 21,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/i3-3rd-generation-4gb-500gb-with-22-wide-monitor-for-sale-kandy-1,True
Asus i7 4th gen PC,"Rs 51,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/i7-4th-gen-pc-for-sale-kandy-2,False
Thinkpad T495 Ryzen 7 Pro with 2GB Dedicated VGA 16GB Backlit Keyboard,"Rs 95,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/thinkpad-t495-ryzen-7-pro-with-2gb-dedicated-vga-16gb-backlit-keyboard-for-sale-colombo,True
Lenovo ThinkPad T480 Core I5 8th Gen 8GB RAM 256 SSD 1080P Screen,"Rs 68,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t480-core-i5-8th-gen-8gb-ram-256-ssd-1080p-screen-for-sale-colombo-1,True
Core i3 3RD Generation 500GB Hard-4GB Ram Slim PC,"Rs 13,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i3-3rd-generation-500gb-hard-4gb-ram-slim-pc-for-sale-kandy-1,True
MSI Cyborg i7 -14th Gen +RTX 5060 16GB |512GB Gaming Laptop,"Rs 399,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-cyborg-i7-14th-gen-rtx-5060-16gb-512gb-gaming-laptop-for-sale-colombo,True
Apple iPad 9th gen 64GB WiFi,"Rs 70,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-9th-gen-64gb-wifi-for-sale-colombo-3,False
HP EliteBook 840 G8 256GB NVMe 8GB RAM Laptop,"Rs 99,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g8-256gb-nvme-8gb-ram-laptop-for-sale-colombo,True
I3 2nd Gen PC 4GB Ram 128GB SSD|500GB HDD I5 I7 3RD 4TH 6TH 7TH Computer,"Rs 18,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-gen-pc-4gb-ram-128gb-ssd500gb-hdd-i5-i7-3rd-4th-6th-7th-computer-for-sale-gampaha,True
I3 2nd Gen PC 4GB Ram 128GB SSD|500GB HDD I5 I7 3RD 4TH 6TH 7TH Computer,"Rs 18,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i3-2nd-gen-pc-4gb-ram-128gb-ssd500gb-hdd-i5-i7-3rd-4th-6th-7th-computer-for-sale-gampaha,True
Apple iPad 9th gen 64GB WiFi,"Rs 70,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-9th-gen-64gb-wifi-for-sale-colombo-3,False
Dell Inspiron 5570 i7 8th Generation Laptop,"Rs 84,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-inspiron-5570-i7-8th-generation-for-sale-colombo,False
"HP PROBOOK 640 G8 CORE i5 11TH GEN 8GB RAM 256GB NVMe 14"" USED LAPTOP","Rs 98,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-21,True
Blackview 60 Pro 4GB 128GB,"Rs 40,000","Kurunegala, Computers & Tablets",https://ikman.lk/en/ad/4gb-128gb-for-sale-kurunegala,False
Asus Vivobook 16 Ryzen 7 8GB|DDR4|512GB| 16' WUXGA IPS Display Laptop,"Rs 138,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-16-ryzen-7-8gbddr4512gb-16-wuxga-ips-display-laptop-for-sale-ratnapura,False
Hp Smart Laptop,"Rs 16,500","Kandy, Computers & Tablets",https://ikman.lk/en/ad/hp-smart-laptop-for-sale-kandy-2,False
Core i3 2nd Gen With 22'' Wide Super Monitor,"Rs 20,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i3-2nd-gen-with-22-wide-super-monitor-for-sale-kandy-14,True
Intel i7 4th Gen Gaming PC,"Rs 100,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/vaahne-finaaens-ek-gevaagnn-one-nisaa-vikunnne-for-sale-colombo,False
i5 8th Gen Lenovo Thinkpad X390 16GB RAM HD Graphics 8GB VGA,"Rs 79,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-8th-gen-lenovo-thinkpad-x390-16gb-ram-hd-graphics-8gb-vga-for-sale-colombo,True
Core i3 2nd GEN 4GB-500GB Dell Slim Cpu,"Rs 12,999","Kandy, Computers & Tablets",https://ikman.lk/en/ad/core-i3-2nd-gen-4gb-500gb-dell-slim-cpu-for-sale-kandy,True
Elitebook 830 G8 i7 11th Gen 16GB RAM 13.3 inch FHD IPS Screen,"Rs 125,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/elitebook-830-g8-i7-11th-gen-16gb-ram-133-inch-fhd-ips-screen-for-sale-colombo,True
Samsung Galaxy S10 Ultra 12GB 256GB,"Rs 249,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-ultra-12gb-256gb-for-sale-colombo-657,True
HP Elitebook 840 G5 Core i5–8th Gen FHD-IPS 8GB RAM 256GB SSD,"Rs 85,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g5-core-i5-8th-gen-fhd-ips-8gb-ram-256gb-ssd-for-sale-ratnapura-2,True
Samsung Galaxy S10 PLUS 12GB 256GB,"Rs 192,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-plus-12gb-256gb-for-sale-colombo-229,True
Dell Latitude 5289 i7 7th Gen 2 in 1 Touch Rotatable 512GB SSD 16GB RAM,"Rs 89,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5289-i7-7th-gen-2-in-1-touch-rotatable-512gb-ssd-16gb-ram-for-sale-colombo,True
Asus TUF Gaming F15 Intel I5-11th Generation,"Rs 235,000","Kegalle, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-gaming-f15-intel-i5-11th-generation-for-sale-kegalle-1,False
Samsung Galaxy S10 Fe Plus 12GB 256GB,"Rs 152,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-plus-12gb-256gb-for-sale-colombo-53,True
Samsung Galaxy S10 FE Plus 8GB 128GB,"Rs 128,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-plus-8gb-128gb-for-sale-colombo-70,True
Samsung Galaxy S10 Fe Plus 12/256GB,"Rs 164,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-plus-12-256gb-for-sale-colombo-8,True
Asus Tuf F16 |RTX 5060/8GB VGA|32GB Ram|Core i7 -14650HX Laptop.,"Rs 469,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-f16-rtx-5060-8gb-vga32gb-ramcore-i7-14650hx-laptop-for-sale-colombo,True
Samsung Galaxy S10 FE 12GB 256GB,"Rs 132,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-12gb-256gb-for-sale-colombo-199,True
Samsung Galaxy S10 FE 8GB 128GB,"Rs 101,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-8gb-128gb-for-sale-colombo-373,True
Samsung Galaxy S11 12/256GB,"Rs 223,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s11-12-256gb-for-sale-colombo-4,True
"Laptop i3 i5 13th Gen (8GB RAM|512GB NVME) 15.6"" (Dell|HP|Lenovo) New","Rs 142,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/laptop-i3-i5-13th-gen-8gb-ram512gb-nvme-156-dellhplenovo-new-for-sale-gampaha,True
Samsung Galaxy S9 8/128GB,"Rs 149,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s9-8-128gb-for-sale-colombo-3,True
(USE LAPTOP)HP ELITE BOOK 840 G7|i7 10TH GEN|16GB RAM|12GB,"Rs 130,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/use-laptophp-elite-book-840-g7i7-10th-gen16gb-ram12gb-for-sale-colombo,True
DELL Latitude 5420 – Core i5 11th Gen 16GB 256GB NVMe,"Rs 139,995","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5420-core-i5-11th-gen-16gb-256gb-nvme-for-sale-colombo,True
Greentel A10 Pro 4G Tab 4GB RAM 128GB,"Rs 43,990","Polonnaruwa, Computers & Tablets",https://ikman.lk/en/ad/greentel-a10-pro-4g-tab-4gb-ram-128gb-for-sale-polonnaruwa,True
Samsung Galaxy S9 8/128GB,"Rs 149,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s9-8-128gb-for-sale-colombo-3,True
Samsung Galaxy S11 Ultra 12/256GB,"Rs 279,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s11-ultra-12-256gb-for-sale-colombo-6,True
Samsung Galaxy S10 Lite 6/128GB,"Rs 99,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-lite-6-128gb-for-sale-colombo-4,True
Samsung Galaxy S10 Plus 12/256GB,"Rs 194,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-plus-12-256gb-for-sale-colombo-5,True
Samsung Galaxy S9 8GB 128GB,"Rs 145,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s9-8gb-128gb-for-sale-colombo-355,True
Thinkpad L13 Yoga Ryzen 3 Pro 5400u 2 in 1 Touch with 1GB Dedicated VGA,"Rs 79,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/thinkpad-l13-yoga-ryzen-3-pro-5400u-2-in-1-touch-with-1gb-dedicated-vga-for-sale-colombo,True
Samsung Galaxy A9 Plus 8GB 128GB,"Rs 66,980","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-a9-plus-8gb-128gb-for-sale-colombo-375,True
Samsung Galaxy S10 Ultra 12/512GB,"Rs 389,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-ultra-12-512gb-for-sale-colombo-1,True
Samsung Galaxy A9 4GB 64GB,"Rs 35,960","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-a9-4gb-64gb-for-sale-colombo-1339,True
APPLE MACBOOK M4 16GB|512GB,"Rs 345,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-macbook-m4-16gb512gb-for-sale-colombo,True
Samsung Galaxy S10 Ultra 12/256GB,"Rs 249,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-ultra-12-256gb-for-sale-colombo-3,True
HP ProBook 440 G7 Core i5 – 10th Gen 16GB RAM 256GB NVMe SSD,"Rs 99,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-440-g7-core-i5-10th-gen-16gb-ram-256gb-nvme-ssd-for-sale-colombo-6,True
Samsung Galaxy S10 Fe 12/256GB,"Rs 132,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-12-256gb-for-sale-colombo-8,True
Apple iPad Mini 7 128GB,"Rs 148,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-mini-7-128gb-for-sale-colombo-21,True
Samsung Galaxy S10 Fe Plus 8/128GB,"Rs 128,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-plus-8-128gb-for-sale-colombo-7,True
Samsung Galaxy S10 Fe 8/128GB,"Rs 104,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s10-fe-8-128gb-for-sale-colombo-9,True
Lenovo Thinkpad T490 Core i7 8th Gen 16GB RAM 512GB SSD,"Rs 107,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t490-core-i7-8th-gen-16gb-ram-512gb-ssd-for-sale-colombo-4,True
Samsung Galaxy S9 Fe Plus 12/256GB,"Rs 154,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s9-fe-plus-12-256gb-for-sale-colombo-4,True
Smsung Galaxy S9 12/256GB,"Rs 174,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/smsung-galaxy-s9-12-256gb-for-sale-colombo,True
LG Core i7 2nd Gen Laptop,"Rs 34,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i7-laptop-lg-korean-for-sale-gampaha,False
Galaxy A9 Plus 4/64,"Rs 48,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/galaxy-a9-plus-4-64-for-sale-colombo-1,True
6th Gen i3|128GB SSD|8GB RAM Computer,"Rs 35,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/6th-gen-i3128gb-ssd8gb-ram-computer-for-sale-colombo-27,True
LENOVO L13 Core i5 1245U 12th Gen 16GB RAM 256GB NVMe - LAPTOP,"Rs 127,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-l13-core-i5-1245u-12th-gen-16gb-ram-256gb-nvme-laptop-for-sale-colombo-5,True
HP Prodesk 400 G3 Core i3 6th Gen mini PC 8GB RAM 128GB SSD used,"Rs 33,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-prodesk-400-g3-core-i3-6th-gen-mini-pc-8gb-ram-128gb-ssd-used-for-sale-colombo-133,True
Galaxy A9 Plus 8/128,"Rs 68,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/galaxy-a9-plus-8-128-for-sale-colombo-7,True
Dell Latitude 5410 i5 10th Gen Touch Screen,"Rs 88,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5410-i5-10th-gen-touch-screen-for-sale-colombo,True
New Lenovo LOQ RTX 3050 6GB VGA Core i5 12450HX Gaming Laptop 16GB RAM,"Rs 239,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-lenovo-loq-rtx-3050-6gb-vga-core-i5-12450hx-gaming-laptop-16gb-ram-for-sale-colombo,True
"Asus VivoBook Core I5 13TH Gen +12GB RAM 256GB SSD 14"" Brand New Laptop","Rs 159,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-core-i5-13th-gen-12gb-ram-256gb-ssd-14-brand-new-laptop-for-sale-colombo-25,True
Dell Latitude 5400 I5 8th Gen 8GB RAM 256GB NVME Laptop,"Rs 64,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5400-i5-8th-gen-8gb-ram-256gb-nvme-laptop-for-sale-colombo,False
Galaxy A9 4/64,"Rs 39,992","Colombo, Computers & Tablets",https://ikman.lk/en/ad/galaxy-a9-4-64-for-sale-colombo-6,True
NEW ASUS ROG Zephyrus G14 3K OLED Ryzen 9 270 15th Gen RTX 5060 8GB,"Rs 597,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-asus-rog-zephyrus-g14-3k-oled-ryzen-9-270-15th-gen-rtx-5060-8gb-for-sale-colombo-2,True
"Computer i3 i5 i7 (8/16GB RAM|256/500GB SSD,HDD) 19""- 29"" (FULL SET PC)","Rs 20,450","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/computer-i3-i5-i7-8-16gb-ram256-500gb-ssdhdd-19-29-full-set-pc-for-sale-gampaha-1,True
Dell Precision 5490 Workstation Ultra 7 165H RTX 1000 Ada 32GB RAM,"Rs 599,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-precision-5490-workstation-ultra-7-165h-rtx-1000-ada-32gb-ram-for-sale-colombo-1,True
Asus ROG Strix G16 RTX 5070 Ti 12GB Ryzen 9 9955HX Laptop 32GB / 1TB,"Rs 739,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-rog-strix-g16-rtx-5070-ti-12gb-ryzen-9-9955hx-laptop-32gb-1tb-for-sale-colombo-1,True
Lenovo Thinkpad T470 Laptop,"Rs 49,010","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t470-laptop-for-sale-colombo-7,True
HP Elitebook 840 G7 Core i5 10310U – 10th Gen 16GB RAM 256GB SSD,"Rs 102,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g7-core-i5-10310u-10th-gen-16gb-ram-256gb-ssd-for-sale-colombo-6,True
Samsung Galaxy Tab S11 12GB 256GB,"Rs 204,951","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s11-12gb-256gb-for-sale-colombo-37,True
New Lenovo Legion Pro 5 Ultra 9 275HX 15th Gen OLED RTX 5070 Ti 12GB VGA,"Rs 877,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-lenovo-legion-pro-5-ultra-9-275hx-15th-gen-oled-rtx-5070-ti-12gb-vga-for-sale-colombo-5,True
Fujitsu Lifebook T939 Core I5 8TH GEN 8 256GB,"Rs 69,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/fujitsu-lifebook-t939-core-i5-8th-gen-8-256gb-for-sale-colombo-12,True
New Microsoft Surface Snapdragon X Plus 13″ Touchscreen Laptop 16GB,"Rs 259,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-microsoft-surface-snapdragon-x-plus-13-touchscreen-laptop-16gb-for-sale-colombo-1,True
New HP ProBook 460 G11 Ultra 7 155U 14th GEN 16-inch IPS Laptop,"Rs 269,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-hp-probook-460-g11-ultra-7-155u-14th-gen-16-inch-ips-laptop-for-sale-colombo-17,True
Lenovo Thinkpad T14 Ryzen 5 Pro Laptop,"Rs 90,010","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t14-ryzen-5-pro-laptop-for-sale-colombo-7,True
Samsung Galaxy Tab S10 Plus 12GB 256GB,"Rs 192,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-plus-12gb-256gb-for-sale-colombo-172,True
New ASUS ROG Strix G18 Ultra 9 15th Gen RTX 5060 18 inch 2.5K Laptop,"Rs 629,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-asus-rog-strix-g18-ultra-9-15th-gen-rtx-5060-18-inch-25k-laptop-for-sale-colombo-1,True
Lenovo Thinkpad T470 i5 7th Gen Laptop,"Rs 56,010","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t470-i5-7th-gen-laptop-for-sale-colombo-6,True
Core i3 6th Gen 4GB Ram+ 500GB HDD Drive...,"Rs 29,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-6th-gen-4gb-ram-500gb-hdd-drive-for-sale-colombo-3,True
Core i5 6th Gen 4GB Ram 500GB HDD Desktop HP--,"Rs 39,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-6th-gen-4gb-ram-500gb-hdd-desktop-hp-for-sale-colombo-2,True
Core -i3 4th Gen- 4GB Ram +500GB HDD- Drive Slim PC---,"Rs 24,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-4th-gen-4gb-ram-500gb-hdd-drive-slim-pc-for-sale-colombo-41,True
Core -i5 Gen 4th- 4GB Ram +500GB HDD Drive Slim PC,"Rs 28,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-gen-4th-4gb-ram-500gb-hdd-drive-slim-pc-for-sale-colombo-15,True
Core i5- 6th Gen 8GB D4 Ram+128GB SSD+500GB HDD Desktop PC Unit--,"Rs 59,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-6th-gen-8gb-d4-ram128gb-ssd500gb-hdd-desktop-pc-unit-for-sale-colombo,True
"Core -i5 4th Gen 8GB +128GB SSD +500GB With 22 ""Wide Monitor RGB -PC","Rs 49,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-4th-gen-8gb-128gb-ssd-500gb-with-22-wide-monitor-rgb-pc-for-sale-colombo-5,True
4th Dual // Hard - 500GB //Ram- 4GB// Tower PC Build//.,"Rs 19,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/4th-dual-hard-500gb-ram-4gb-tower-pc-build-for-sale-colombo-16,True
"Core --i3 4th Gen 8GB //128GB SSD +500GB With- 22 ""Wide Monitor RGB -PC","Rs 45,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-4th-gen-8gb-128gb-ssd-500gb-with-22-wide-monitor-rgb-pc-for-sale-colombo-2,True
New ASUS K3605VV Core™ i9 13900H RTX 4060 8GB 16″ WQXGA 16GB 1TB Lap,"Rs 387,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-asus-k3605vv-core-i9-13900h-rtx-4060-8gb-16-wqxga-16gb-1tb-lap-for-sale-colombo,True
Asus Tuf F16 |RTX 5060/8GB VGA|32GB Ram|Core i7 -14650HX Laptop.,"Rs 469,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-tuf-f16-rtx-5060-8gb-vga32gb-ramcore-i7-14650hx-laptop-for-sale-colombo,True
Dell Latitude 7430 - i7 12th Gen,"Rs 148,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-7430-i7-12th-gen-for-sale-colombo-28,True
Core- i3 Gen 4th 4GB Ram +500GB- HDD Drive Slim -PC,"Rs 24,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-gen-4th-4gb-ram-500gb-hdd-drive-slim-pc-for-sale-colombo-6,True
Samsung Galaxy TAB S10 Fe Plus 12GB 256GB,"Rs 158,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-plus-12gb-256gb-for-sale-colombo-34,True
Samsung Galaxy S3 Tab (Used),"Rs 20,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s3-tab-used-for-sale-ratnapura-1,False
Lenovo Thinkpad T570 Laptop,"Rs 65,010","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t570-laptop-for-sale-colombo-6,True
Lenovo Thinkpad T480 Laptop,"Rs 60,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t480-laptop-for-sale-colombo-6,True
Lenovo Thinkpad T580 Laptop,"Rs 67,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t580-laptop-for-sale-colombo-6,True
Samsung Galaxy Tab S10 Fe Plus 8GB 128GB,"Rs 130,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-plus-8gb-128gb-for-sale-colombo-41,True
i5 10th Gen Dell Latitude 5410 UHD Graphics 4GB Laptop,"Rs 79,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i5-10th-gen-dell-latitude-5410-uhd-graphics-4gb-laptop-for-sale-colombo,True
DELL Chrome book,"Rs 17,990","Matara, Computers & Tablets",https://ikman.lk/en/ad/dell-chrome-book-for-sale-matara-1,True
Samsung Galaxy Tab S10 Lite 6GB 128GB,"Rs 89,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-lite-6gb-128gb-for-sale-colombo-62,True
Samsung Galaxy Tab S6 Lite 4GB 128GB,"Rs 79,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s6-lite-4gb-128gb-for-sale-colombo-271,True
Lenovo ThinkPad T495s Slim|2GB Vega Graphics|Ryzen 7 PRO|16GB RAM,"Rs 105,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t495s-slim2gb-vega-graphicsryzen-7-pro16gb-ram-for-sale-colombo-1,True
Brand New Hp Victus Core i5-13th Gen 16GB RTX 4050/6GB Gaming Laptop,"Rs 269,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-hp-victus-core-i5-13th-gen-16gb-rtx-4050-6gb-gaming-laptop-for-sale-colombo,True
Apple iPad Air 4 64GB,"Rs 98,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/ipad-air-4-64gb-for-sale-kandy,False
Dell G3 3500 Gaming Laptop i7 10th Gen 8GB 512GB SSD 4GB GDDR6,"Rs 190,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/dell-g3-3500-gaming-laptop-156-i7-10th-gen-8gb-512gb-ssd-4gb-gddr6-for-sale-gampaha,False
Samsung Galaxy TAB S10 Fe 12GB 256GB,"Rs 129,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-12gb-256gb-for-sale-colombo-42,True
Samsung Galaxy Tab S10 Fe 8GB 128GB,"Rs 103,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-8gb-128gb-for-sale-colombo-78,True
