Title,Price,Location_Category,Link,Member
Hp i5 13th GEN Laptop,"Rs 135,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i5-13th-gen-laptop-for-sale-colombo-447,True
Acer i3 14th GEN Laptop/Touch,"Rs 99,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-i3-14th-gen-laptop-touch-for-sale-colombo-3,True
HP i3 12th GEN Laptop,"Rs 75,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i3-12th-gen-laptop-for-sale-colombo-156,True
Dell i7 8th GEN Laptop,"Rs 64,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i7-8th-gen-laptop-for-sale-colombo-179,True
Samsung Galaxy Tab A,"Rs 21,999","Trincomalee, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a-for-sale-trincomalee,False
Apple Macbook Pro (2012),"Rs 50,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/apple-macbook-pro-2012-for-sale-galle,False
I7 6th Gen PC |32 GB|512NVME,"Rs 98,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/i7-6th-gen-pc-32-gb512nvme-for-sale-gampaha,False
Brand New Acer Nitro V16|Ryzen 7-260 Processor|RTX 5050/8GB VGA Laptop.,"Rs 346,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-acer-nitro-v16ryzen-7-260-processorrtx-5050-8gb-vga-laptop-for-sale-colombo-3,True
"Core i5 6th GEN (8GB RAM|500GB HDD) Computer (Full Set PC) 19"" - 24""","Rs 39,950","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/core-i5-6th-gen-8gb-ram500gb-hdd-computer-full-set-pc-19-24-for-sale-gampaha-2,True
Apple iPad 11 inch M2 Chip WiFi 128GB,"Rs 160,000","Kalutara, Computers & Tablets",https://ikman.lk/en/ad/ipad-11-inch-m2-chip-wifi-128gb-for-sale-kalutara,False
Hp I5 12th GEN Laptop,"Rs 120,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i5-12th-gen-laptop-for-sale-colombo-114,True
Apple Macbook Air Core I5 (2014)laptop,"Rs 55,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-macbook-air-core-i5-2014laptop-for-sale-colombo-3,True
Dell Chromebook Laptop,"Rs 20,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-chromebook-laptop-for-sale-colombo-54,True
Lenovo i5 6th Gen Laptop,"Rs 48,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-i5-6th-gen-laptop-for-sale-colombo-64,True
Hp i3 11th Gen Laptop,"Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i3-11th-gen-laptop-for-sale-colombo-168,True
Hp i3 11th Gen Laptop,"Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i3-11th-gen-laptop-for-sale-colombo-167,True
Hp i3 11th Gen Laptop,"Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i3-11th-gen-laptop-for-sale-colombo-166,True
MSI Cyborg 15 Core 7-240H 15th Gen 16GB DDR5 Ram|RTX5060/8GB Brand New,"Rs 399,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-cyborg-15-core-7-240h-15th-gen-16gb-ddr5-ramrtx5060-8gb-brand-new-for-sale-colombo-6,True
Dell i3 11th Gen Laptop,"Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i3-11th-gen-laptop-for-sale-colombo-406,True
/.Lenovo LOQ 15 - i7 13TH GEN HX -RTX 5060 8GB VGA /Gaming- New Laptop,"Rs 389,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-loq-15-i7-13th-gen-hx-rtx-5060-8gb-vga-gaming-new-laptop-for-sale-colombo-19,True
Dell i5 11th Gen Laptop,"Rs 75,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-i5-11th-gen-laptop-for-sale-colombo-91,True
Lenovo i3 10th Gen Laptop,"Rs 49,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-i3-10th-gen-laptop-for-sale-colombo-24,True
i5 10400 Gaming Pc Full set,"Rs 140,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/i5-10400-gaming-pc-full-set-for-sale-kandy,False
Hp i5 8th Gen Laptop,"Rs 56,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i5-8th-gen-laptop-for-sale-colombo-132,True
Lenovo Thinkpad E14 Gen 5,"Rs 180,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-e14-gen-5-office-laptop-for-sale-colombo,False
NEW Lenovo LOQ Ryzen 7 250 – 15th Gen RTX 5050 8GB VGA Laptop 15AHP10,"Rs 339,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-lenovo-loq-ryzen-7-250-15th-gen-rtx-5050-8gb-vga-laptop-15ahp10-for-sale-colombo,True
New HP Ultra 5 125H 14th Gen Touch Display Laptop,"Rs 179,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-hp-ultra-5-125h-14th-gen-touch-display-laptop-for-sale-colombo,True
Greentel A10 Pro 4G Tab 4GB RAM 128GB,"Rs 43,990","Polonnaruwa, Computers & Tablets",https://ikman.lk/en/ad/greentel-a10-pro-4g-tab-4gb-ram-128gb-for-sale-polonnaruwa,True
AMD Ryzen 5 5600GT 8GB RAM 256GB NVMe SSD BRAND NEW Assemble PC,"Rs 125,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/amd-ryzen-5-5600gt-8gb-ram-256gb-nvme-ssd-brand-new-assemble-pc-for-sale-colombo-1,True
AMD Ryzen 5 3400G 8GB RAM 256GB NVMe SSD Brand New Assemble Pc,"Rs 99,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/amd-ryzen-5-3400g-8gb-ram-256gb-nvme-ssd-brand-new-assemble-pc-for-sale-colombo-1,True
Dell Core i3 -14th Gen +8GB|512GB|Brandnew Seal Boxes,"Rs 144,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-core-i3-14th-gen-8gb512gbbrandnew-seal-boxes-for-sale-colombo,True
Intel Core i5 10th gen DDR4 8GB Ram 128GB NVMe SSD USED Assembled PC,"Rs 110,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-10th-gen-ddr4-8gb-ram-128gb-nvme-ssd-used-assembled-pc-for-sale-colombo-5,True
Brand New Lenovo ideapad 1 AMD Ryzen 5 8GB DDR4 RAM Laptop,"Rs 148,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-lenovo-ideapad-1-amd-ryzen-5-8gb-ddr4-ram-laptop-for-sale-colombo-1,True
Brand New MSI Cyborg 15 Core 7 15th Gen 16GB DDR5 Ram\ RTX5060/8GB Lap,"Rs 399,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-msi-cyborg-15-core-7-15th-gen-16gb-ddr5-ram-rtx5060-8gb-lap-for-sale-colombo-4,True
HP ProBook 450 G2 Laptop,"Rs 40,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-450-g2-laptop-for-sale-colombo,False
Brandnew Acer Nitro V15 Core i5-13th Gen RTX 5050/8GB VGA Gaming Laptop,"Rs 289,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brandnew-acer-nitro-v15-core-i5-13th-gen-rtx-5050-8gb-vga-gaming-laptop-for-sale-colombo-1,True
INTEL CORE I5 4TH GEN DESKTOP FULL SET PC WITH 19 INCH LED MONITOR,"Rs 36,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-4th-gen-desktop-full-set-pc-with-19-inch-led-monitor-for-sale-colombo-2,True
HP Probook i5 13th Gen Laptop,"Rs 95,000","Kandy, Computers & Tablets",https://ikman.lk/en/ad/lapto-for-sale-kandy,False
Dell 15 Core i3 14th Gen|512GB NVMe |15.6 inch| 8GB Ram |Brand New,"Rs 148,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-15-core-i3-14th-gen512gb-nvme-156-inch-8gb-ram-brand-new-for-sale-colombo-3,True
New Lenovo LOQ 15IRX10 Core i7HX-13th Gen RTX 5060/8GB VGA Gaming Laptop,"Rs 399,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-lenovo-loq-15irx10-core-i7hx-13th-gen-rtx-5060-8gb-vga-gaming-laptop-for-sale-colombo-1,True
"CORE I5 2ND Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 32,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo-1,True
"CORE I3 2ND Gen 8GB RAM 128GB SSD 500GB HDD 19"" SQ Monitor FULL SET","Rs 30,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i3-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-19-sq-monitor-full-set-for-sale-colombo-1,True
INTEL CORE I5 4TH GEN 8GB RAM 128GB SSD 500GB HDD Used Assemble PC,"Rs 26,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-4th-gen-8gb-ram-128gb-ssd-500gb-hdd-used-assemble-pc-for-sale-colombo-3,True
Lenovo i5 6th Gen Laptop,"Rs 48,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-i5-6th-gen-laptop-for-sale-colombo-61,True
Samsung Galaxy Tab S7 FE,"Rs 65,000","Jaffna, Computers & Tablets",https://ikman.lk/en/ad/samsung-tab-s7fe-for-sale-jaffna,False
Hp i3 11th Gen Laptop,"Rs 57,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i3-11th-gen-laptop-for-sale-colombo-161,True
Lenovo i3 10th Gen Laptop,"Rs 50,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-i3-10th-gen-laptop-for-sale-colombo-22,True
Black view Tab 20,"Rs 27,900","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/black-view-tab-20-wifi-brand-new-for-sale-anuradhapura-3,False
Black view Tab 20 (Brand New),"Rs 27,900","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/black-view-tab-20-wifi-brand-new-for-sale-anuradhapura-5,False
Dell i7 4th gen 2gb Vga 840M Laptop,"Rs 39,000","Matale, Computers & Tablets",https://ikman.lk/en/ad/dell-i7-4th-gen-2gb-vga-840m-gaming-laptop-for-sale-matale,False
Assemble PC i512th gen 8GB Ram 256GB Nvme SSD Brand New,"Rs 144,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/assemble-pc-i512th-gen-8gb-ram-256gb-nvme-ssd-brand-new-for-sale-colombo-3,True
Black view Tab 20 wifi (Brand New),"Rs 27,900","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/black-view-tab-20-wifi-brand-new-for-sale-anuradhapura-2,False
Black view Tab 20 wifi (Brand New),"Rs 27,900","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/black-view-tab-20-wifi-brand-new-for-sale-anuradhapura-1,False
New Lenovo LOQ Core i7-13th Gen 24GB Ram RTX 5060/8GB VGA Gaming Laptop,"Rs 388,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-lenovo-loq-core-i7-13th-gen-24gb-ram-rtx-5060-8gb-vga-gaming-laptop-for-sale-colombo-6,True
HP EliteBook 840 G8 256GB NVMe 8GB RAM Laptop,"Rs 99,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g8-256gb-nvme-8gb-ram-laptop-for-sale-colombo,True
INTEL CORE I5 4TH GEN DESKTOP FULL SET PC WITH 19 INCH LED MONITOR,"Rs 36,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-4th-gen-desktop-full-set-pc-with-19-inch-led-monitor-for-sale-colombo,True
HP Victus 15 i5 13th GEN RTX 3050 / 5060 | 8GB 16GB RAM 512GB Laptop,"Rs 224,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-15-i5-13th-gen-rtx-3050-5060-8gb-16gb-ram-512gb-laptop-for-sale-colombo-2,True
Lenovo ThinkPad i5 6th | 7th| 8th GEN 8GB RAM 256GB SSD Laptops,"Rs 69,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-i5-6th-7th-8th-gen-8gb-ram-256gb-ssd-laptops-for-sale-colombo-2,True
Black view Tab 20 wifi (Brand New),"Rs 27,900","Anuradhapura, Computers & Tablets",https://ikman.lk/en/ad/black-view-tab-20-wifi-brand-new-for-sale-anuradhapura,False
Dell Latitude 5400 Intel i5 8th Gen,"Rs 53,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-intel-i5-8th-gen-for-sale-colombo,False
MSI Modern 15 Core i5 13th Gen 512GB SSD 8GB RAM,"Rs 195,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/msi-modern-15-core-i5-13th-gen-512gb-ssd-8gb-ram-for-sale-colombo-35,True
I7 4th Gen Gaming PC,"Rs 140,000","Batticaloa, Computers & Tablets",https://ikman.lk/en/ad/i7-4th-gen-gaming-pc-for-sale-batticaloa-1,False
INTEL CORE I3 4TH Gen 8GB RAM 128GB SSD 500GB HDD Used Assembled PC,"Rs 23,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i3-4th-gen-8gb-ram-128gb-ssd-500gb-hdd-used-assembled-pc-for-sale-colombo-4,True
Greentel Tab A10 Pro|4GB|64GB,"Rs 39,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/greentel-tab-a10-pro4gb64gb-for-sale-colombo-9,True
Assemble PC i3 2nd gen 8GB RAM 128GB SSD 500GB HDD Full set,"Rs 30,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/assemble-pc-i3-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-full-set-for-sale-colombo-5,True
HP PRODESK 400 G3 CORE I3 6TH GEN 8GB RAM 128GB SSD MINI PC (USED),"Rs 34,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-prodesk-400-g3-core-i3-6th-gen-8gb-ram-128gb-ssd-mini-pc-used-for-sale-colombo,True
Greentel Tab X 4GB|64GB,"Rs 27,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/greentel-tab-x-4gb64gb-for-sale-colombo-14,True
Blackview Tab 90 Lte 8GB|128GB,"Rs 47,490","Colombo, Computers & Tablets",https://ikman.lk/en/ad/blackview-tab-90-lte-8gb128gb-for-sale-colombo-18,True
Blackview Tab 60 Pro 4GB|128GB,"Rs 41,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/blackview-tab-60-pro-4gb128gb-for-sale-colombo-20,True
Blackview Tab 20 WIFI 4GB|64GB,"Rs 27,490","Colombo, Computers & Tablets",https://ikman.lk/en/ad/blackview-tab-20-wifi-4gb64gb-for-sale-colombo-21,True
Samsung Galaxy Tab S10 FE LTE 5G 8GB|128GB,"Rs 129,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-lte-5g-8gb128gb-for-sale-colombo-14,True
Samsung Galaxy Tab S6 Lite 5G 4GB|128GB,"Rs 89,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s6-lite-5g-4gb128gb-for-sale-colombo-95,True
Samsung Galaxy Tab S6 Lite 5G 4GB|64GB,"Rs 82,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s6-lite-5g-4gb64gb-for-sale-colombo-29,True
Samsung Galaxy Tab A9 Plus 8GB/128GB,"Rs 74,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a9-plus-8gb-128gb-for-sale-colombo-457,True
Macbook Pro 2018 i5 13 inch Laptop,"Rs 99,990","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/macbook-pro-2018-i5-13-inch-laptop-for-sale-gampaha-2,True
Samsung Galaxy Tab A9 4GB|64GB,"Rs 46,490","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-a9-4gb64gb-for-sale-colombo-200,True
"DELL LATITUDE 5510 / 5511 I5 10TH GEN 8GB RAM, 256 GB NVME","Rs 98,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5510-5511-i5-10th-gen-8gb-ram-256-gb-nvme-for-sale-colombo-2,True
"Dell Latitude i5 6th Gen 6440HQ| 8GB RAM| 256GB NvMe| Backlit| FHD 14""","Rs 57,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-i5-6th-gen-6440hq-8gb-ram-256gb-nvme-backlit-fhd-14-for-sale-ratnapura-1,True
Samsung Galaxy Tab s10 Fe 8/128GB,"Rs 104,900","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-8-128gb-for-sale-colombo-23,True
I3 9th Gen Pc,"Rs 33,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i3-9th-gen-pc-8-240-for-sale-colombo-2,False
"Intel i5 4th GEN 8GB RAM 22"" LED Monitor Full Set","Rs 34,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-i5-4th-gen-8gb-ram-22-led-monitor-full-set-for-sale-colombo-17,True
"DELL Core i5 6440HQ 2.60GHz| 256GB NvMe| 8GB RAM| Backlit| 14"" Full HD","Rs 57,000","Ratnapura, Computers & Tablets",https://ikman.lk/en/ad/dell-core-i5-6440hq-260ghz-256gb-nvme-8gb-ram-backlit-14-full-hd-for-sale-ratnapura,True
NEW ASUS TUF F16 16GB / 1TB 15th Gen Core 5 210H RTX 3050 6GB Laptop,"Rs 289,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-asus-tuf-f16-16gb-1tb-15th-gen-core-5-210h-rtx-3050-6gb-laptop-for-sale-colombo-1,True
Desktop Computer I5 4 Th Gen 8 GB RAM 128 Ssd 500 Hdd Rgb,"Rs 44,900","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/desktop-computer-i5-4-th-gen-8-gb-ram-128-ssd-500-hdd-rgb-for-sale-gampaha,True
hp i3-11gen laptop 4GB /256GB,"Rs 64,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-i3-11gen-laptop-4gb-256gb-for-sale-colombo,True
Apple iPad Pro M5 11 Inch Wifi 256GB|08,"Rs 312,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-pro-m5-11-inch-wifi-256gb08-for-sale-colombo-3,True
Samsung Galaxy Tab s10 Fe Plus 12/256GB,"Rs 159,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s10-fe-plus-12-256gb-for-sale-colombo-10,True
Dell Latitude 3420 i5 11th Gen Xe Graphics 8GB VGA FHD Screen,"Rs 79,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-3420-i5-11th-gen-xe-graphics-8gb-vga-fhd-screen-for-sale-colombo,True
Samsung Galaxy Tab S11 Ultra 12/256GB,"Rs 329,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-tab-s11-ultra-12-256gb-for-sale-colombo-10,True
Apple iPad Pro M4 11 Cellular 256GB|08,"Rs 329,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-pro-m4-11-cellular-256gb08-for-sale-colombo-2,True
HP Elitebook 845 G8 Ryzen 5 Pro 5850U Radeon RX 16GB RAM 512GB SSD,"Rs 119,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-845-g8-ryzen-5-pro-5850u-radeon-rx-16gb-ram-512gb-ssd-for-sale-colombo,True
Apple iPad Air 7 M3 11 256GB Cellular|08,"Rs 304,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-air-7-m3-11-256gb-cellular08-for-sale-colombo-3,True
i7 11th Gen Latitude 5420 512GB NVMe SSD 16GB RAM Laptop,"Rs 109,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/i7-11th-gen-latitude-5420-512gb-nvme-ssd-16gb-ram-laptop-for-sale-colombo,True
Apple iPad Air 7 M3 11 128GB Wifi|08,"Rs 177,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-air-7-m3-11-128gb-wifi08-for-sale-colombo-4,True
Gaming PC,"Rs 110,000","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/gaming-pc-for-sale-gampaha-1644,False
Lenovo Thinkpad T495 Ryzen 7 Pro with 2GB VGA 16GB RAM,"Rs 95,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t495-ryzen-7-pro-with-2gb-vga-16gb-ram-for-sale-colombo,True
Asus I5 Celeron Process Laptop,"Rs 55,000","Polonnaruwa, Computers & Tablets",https://ikman.lk/en/ad/urgent-sale-for-sale-polonnaruwa-13,False
HP Elitebook 840 G5 CORE I5-7TH GEN 8GB 256GB SSD Laptop,"Rs 84,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitebook-840-g5-core-i5-7th-gen-8gb-256gb-ssd-laptop-for-sale-colombo-10,True
Asus Vivobook Core 7 14th Gen 8GB Ram 512GB Nvme Brand New Laptop,"Rs 208,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-core-7-14th-gen-8gb-ram-512gb-nvme-brand-new-laptop-for-sale-colombo-3,True
HP AMD Laptop hp-15-bw099au,"Rs 21,500","Gampaha, Computers & Tablets",https://ikman.lk/en/ad/hp-amd-laptop-hp-15-bw099au-for-sale-gampaha,False
HP PROBOOK 430 G5 CORE I5-8TH GEN|8GB RAM|256GB LAPTOP,"Rs 86,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-430-g5-core-i5-8th-gen8gb-ram256gb-laptop-for-sale-colombo-2,True
Core i5 Desktop PC – Windows 10 Pro,"Rs 30,000","Matara, Computers & Tablets",https://ikman.lk/en/ad/core-i5-desktop-pc-windows-10-pro-full-set-for-sale-matara,False
asus vivobook i5-13gen laptop 16GB/ 512GBssd,"Rs 112,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/asus-vivobook-i5-13gen-laptop-16gb-512gbssd-for-sale-colombo,True
Acer NITRO V16 AMD Ryzen 7 -RTX5050/8GB -16 inch WUXGA 180Hz Brand New,"Rs 346,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/acer-nitro-v16-amd-ryzen-7-rtx5050-8gb-16-inch-wuxga-180hz-brand-new-for-sale-colombo-1,True
Brand New MSI Katana 15 Core i7 14th Gen|15.6 QHD|RTX5070/8GB Laptop,"Rs 479,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-msi-katana-15-core-i7-14th-gen156-qhdrtx5070-8gb-laptop-for-sale-colombo-2,True
Brand New Asus VivoBook X14 Core i5 14th Gen|256GB NVMe|8GB Ram,"Rs 159,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/brand-new-asus-vivobook-x14-core-i5-14th-gen256gb-nvme8gb-ram-for-sale-colombo,True
Dell Latitude 5310 i5 10th Gen 16GB DDR4 13.6 inch FHD IPS Screen,"Rs 85,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/dell-latitude-5310-i5-10th-gen-16gb-ddr4-136-inch-fhd-ips-screen-for-sale-colombo,True
Lenovo Thinkpad T495s Slim Ryzen 7 PRO|2GB Vega Graphics|16GB Ram Laptop,"Rs 105,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-thinkpad-t495s-slim-ryzen-7-pro2gb-vega-graphics16gb-ram-laptop-for-sale-colombo,True
New HP Victus core i5 \13th GEN\ 512GB SSD \16GB RAM RTX 4050/6GB Laptop,"Rs 269,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/new-hp-victus-core-i5-13th-gen-512gb-ssd-16gb-ram-rtx-4050-6gb-laptop-for-sale-colombo-19,True
"HP Probook 640 G8 core i5 11th Gen 8GB RAM 256GB NVMe 14"" used laptop","Rs 104,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-1,True
Intel Core i5 12th gen DDR4 8GB Ram 256GB Nvme USED Assembled PC,"Rs 123,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/intel-core-i5-12th-gen-ddr4-8gb-ram-256gb-nvme-used-assembled-pc-for-sale-colombo-1,True
"HP Probook 640 G8 core i5 11th Gen 8GB RAM 256GB NVMe 14"" used laptop","Rs 99,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-probook-640-g8-core-i5-11th-gen-8gb-ram-256gb-nvme-14-used-laptop-for-sale-colombo-7,True
HP Victus 15 (RTX 3050/6GB) Core i5-13th Gen|8GB RAM Gaming Laptop,"Rs 236,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-15-rtx-3050-6gb-core-i5-13th-gen8gb-ram-gaming-laptop-for-sale-colombo-1,True
Apple iPad A16 11th Gen 256GB Wifi|08,"Rs 154,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-a16-11th-gen-256gb-wifi08-for-sale-colombo,True
HP Victus 15 Core i5 13TH GEN RTX 4050 6GB VGA BRAND NEW GAMING LAPTOP,"Rs 268,990","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-victus-15-core-i5-13th-gen-rtx-4050-6gb-vga-brand-new-gaming-laptop-for-sale-colombo-1,True
i5 3rd Gen Computer,"Rs 30,000","Galle, Computers & Tablets",https://ikman.lk/en/ad/sales-for-sale-galle-55,False
HP Elitedesk 800 G1 I5 4th Gen 8GB 500GB HDD Desktop 12,"Rs 29,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitedesk-800-g1-i5-4th-gen-8gb-500gb-hdd-desktop-12-for-sale-colombo-7,True
Core i5 8th Gen|8GB RAM|256GB NVMe SSD Dell Latitude 5290 Laptop,"Rs 55,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/core-i5-8th-gen8gb-ram256gb-nvme-ssd-dell-latitude-5290-laptop-for-sale-colombo-3,True
..Lenovo LOQ 15 - i7 13TH GEN HX -RTX 5060 8GB VGA /Gaming- New Laptop,"Rs 389,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/lenovo-loq-15-i7-13th-gen-hx-rtx-5060-8gb-vga-gaming-new-laptop-for-sale-colombo-17,True
HP ELITEDESK 800 G1 I5 4TH GEN 8GB 500GB HDD DESKTOP 12,"Rs 29,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitedesk-800-g1-i5-4th-gen-8gb-500gb-hdd-desktop-12-for-sale-colombo-5,True
HP ELITEDESK 800 G1 I5 4TH GEN 8GB 500GB HDD PC,"Rs 29,500","Colombo, Computers & Tablets",https://ikman.lk/en/ad/hp-elitedesk-800-g1-i5-4th-gen-8gb-500gb-hdd-pc-for-sale-colombo-1,True
Assemble Pc i5 2nd gen 8GB Ram 128GB SSD 500GB HDD Full set,"Rs 33,000","Colombo, Computers & Tablets",https://ikman.lk/en/ad/assemble-pc-i5-2nd-gen-8gb-ram-128gb-ssd-500gb-hdd-full-set-for-sale-colombo-3,True
Lenovo Mini Laptop,"Rs 22,000","Jaffna, Computers & Tablets",https://ikman.lk/en/ad/lenovo-mini-laptop-for-sale-jaffna,False
Apple iPad A16 128GB,"Rs 111,499","Colombo, Computers & Tablets",https://ikman.lk/en/ad/apple-ipad-a16-128gb-for-sale-colombo-42,True
Samsung Galaxy S6 LITE 4GB 128GB,"Rs 89,999","Colombo, Computers & Tablets",https://ikman.lk/en/ad/samsung-galaxy-s6-lite-4gb-128gb-for-sale-colombo-271,True
